PropertyName,PropertySubName,NearbyLocations,LocationAdvantages,Link,PriceDetails,TopFacilities
Krisumi Waterfall Residences,"1, 2, 3, 4 BHK Apartment, 1 RK Studio Apartment in Sector 36A, Gurgaon","['Dwarka Expy', 'Delhi Public School, Sector 84', 'Elan Miracle Mall', 'Aarvy Hospital', 'Holiday Inn Gurugram Sector 90']","{'Dwarka Expy': '6 KM', 'Delhi Public School, Sector 84': '3.1 KM', 'Elan Miracle Mall': '6 KM', 'Aarvy Hospital': '8.8 KM', 'Holiday Inn Gurugram Sector 90': '9.1 KM', 'DPG Degree College': '7.6 KM', 'Garhi Harsaru Junction': '11.7 KM', 'Tau DeviLal Sports Complex': '9.7 KM', 'DLF Corporate Greens': '10.3 KM', 'Indira Gandhi International Airport': '25.3 KM', 'NH 48': '3.1 KM'}",https://www.99acres.com/krisumi-waterfall-residences-sector-36a-gurgaon-npxid-r331957,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '464.14 - 6,367.71 sq.ft.', 'price-range': 'Price on Request'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,448.41 - 1,479 sq.ft.', 'price-range': '₹ 1.9 - 9.06 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,946 - 4,429.5 sq.ft.', 'price-range': '₹ 2.45 - 27.12 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,429 - 6,353.03 sq.ft.', 'price-range': '₹ 10.53 - 38.9 Cr'}, '1 RK': {'building_type': 'Studio Apartment', 'area_type': 'Carpet Area', 'area': '460.09 - 588 sq.ft.', 'price-range': '₹ 1.41 - 3.6 Cr'}}","['Concierge Service', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Salon', 'Restaurant', 'Terrace Garden', 'Pergola', 'Jacuzzi', 'Piped Gas']"
PropertyName,PropertySubName,NearbyLocations,LocationAdvantages,Link,PriceDetails,TopFacilities
M3M Capital,"2, 3, 4 BHK Apartment in Sector 113, Gurgaon","['Dwarka Expy', 'Shivani public school', 'Baghera University', 'Kutumbh Hospital', 'Bijwasan Railway Station']","{'Dwarka Expy': '10 m', 'Shivani public school': '1.8 Km', 'Baghera University': '2.7 Km', 'Kutumbh Hospital': '1 Km', 'Bijwasan Railway Station': '4.5 Km', 'Global Foyer Mall': '4.2 Km', 'Phase 2 Metro Station': '11.5 Km', 'IGI Airport': '16.5 Km'}",https://www.99acres.com/m3m-capital-sector-113-gurgaon-npxid-r385121,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,300 - 1,330 sq.ft.', 'price-range': '₹ 1.3 - 1.56 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,650 - 1,700 sq.ft.', 'price-range': '₹ 1.65 - 2.06 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,055 - 2,249 sq.ft.', 'price-range': '₹ 3.29 - 3.69 Cr'}}","['Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'ATM', 'Aerobics Centre', 'Restaurant', 'Sauna', 'Spa', 'Skating Rink']"
Godrej Meridien,"1, 2, 3, 4 BHK Apartment in Sector 106, Gurgaon","['Dwarka Expressway', 'Euro International School, Sector- 109', 'Gurgaon Railway Station', 'Gurgaon Dreamz Mall', 'Metro Hospital, Palam Vihar']","{'Dwarka Expressway': '1.8 Km', 'Euro International School, Sector- 109': '2.1 Km', 'Gurgaon Railway Station': '1.6 Km', 'Gurgaon Dreamz Mall': '3.8 Km', 'Metro Hospital, Palam Vihar': '4.8 Km', 'Delhi Ajmer Expressway': '9 Km', 'Infinity Business Park': '8.7 Km', 'The NorthCap University': '7.1 Km', 'Huda metro station': '10.6 km'}",https://www.99acres.com/godrej-meridien-sector-106-gurgaon-npxid-r306651,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,510 sq.ft.', 'price-range': '₹ 1.98 - 2.38 Cr'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '817.3 - 1,732 sq.ft.', 'price-range': '₹ 1.29 - 3.6 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,025.05 - 2,050 sq.ft.', 'price-range': '₹ 1.62 - 5.72 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,657.1 - 2,750 sq.ft.', 'price-range': '₹ 2.61 - 7.67 Cr'}}","['Valet Parking', 'Mini Theatre', 'Concierge Service', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Medical Centre', 'Flower Garden', 'Reflexology Park', 'School']"
La Vida by Tata Housing,"2, 3 BHK Apartment in Sector 113, Gurgaon","['Bajghera Road', ""Rion's Hospital"", 'Dwarka Expy', 'Bijwasan Railway Station', 'Euro International School, Sector- 109.']","{'Bajghera Road': '550 Meter', ""Rion's Hospital"": '3.1 KM', 'Dwarka Expy': '3.8 KM', 'Bijwasan Railway Station': '4.5 KM', 'Euro International School, Sector- 109.': '6.1 KM', 'The NorthCap University': '6.7 KM', 'Dwarka Sector 21': '7.4 KM', 'Pacific D21 Mall': '7.5 KM', 'Indira Gandhi Intl Airport': '15.6 KM'}",https://www.99acres.com/la-vida-by-tata-housing-sector-113-gurgaon-npxid-r265503,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,276 - 1,573 sq.ft.', 'price-range': '₹ 1.88 - 3.43 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,579 sq.ft.', 'price-range': '₹ 1.73 - 3.44 Cr'}}","['Mini Theatre', 'Natural Pond', 'Swimming Pool', 'Card Room', 'Sauna', 'Spa', 'Squash Court', 'Cricket Pitch', 'Sun Deck']"
Birla Navya,"Land, 2, 3, 4 BHK Independent Floor in Sector 63A, Gurgaon","['Capital Cyberscape', 'Golf Course Ext Road', 'Heritage Xperiential Learning, CRPF Rd', 'W Pratiksha Hospital', 'DoubleTree by Hilton Hotel']","{'Capital Cyberscape': '900 Meter', 'Golf Course Ext Road': '2.2 KM', 'Heritage Xperiential Learning, CRPF Rd': '2.3 KM', 'W Pratiksha Hospital': '3 KM', 'DoubleTree by Hilton Hotel': '3 KM', 'WorldMark Gurgaon': '3.6 KM', 'Sector 54 Chowk Metro Station': '4.1 KM', 'Sushant University': '4.6 KM', 'Badshahpur Sohna Rd Hwy': '10.3 KM', 'Gurgaon - Delhi Expy': '14.1 KM', 'Gurgaon Railway Station': '17.2 KM', 'Indira Gandhi Intl Airport': '20.4 KM'}",https://www.99acres.com/birla-navya-sector-63a-gurgaon-npxid-r351013,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '763.81 - 893.94 sq.ft.', 'price-range': '₹ 1.7 - 4.48 Cr'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,054 - 3,211 sq.ft.', 'price-range': '₹ 2.45 - 21.96 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,164.76 - 3,558 sq.ft.', 'price-range': '₹ 2.7 - 17.76 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '538.2 - 4,335.49 sq.ft.', 'price-range': '₹ 2.69 - 21.68 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Football', 'Lounge', 'Business Lounge', 'Flower Garden', 'Reflexology Park', 'Conference room', 'Salon']"
Signature Global City,"2, 3 BHK Independent Floor in Sector 37D, Gurgaon","['Dwarka Expressway', 'Pataudi Road', 'Genesis Hospital Sector 84', 'DPGITM Engineering College Sector 34', 'Sapphire 83 Mall Sector 83']","{'Dwarka Expressway': '3.6 Km', 'Pataudi Road': '6 Km', 'Genesis Hospital Sector 84': '7.1 Km', 'DPGITM Engineering College Sector 34': '8.4 Km', 'Sapphire 83 Mall Sector 83': '8.6 Km', 'Holiday Inn Hotel Sector 90': '8.7 Km', 'SkyJumper Trampoline Park Gurgaon': '10.2 Km', 'National Tennis Academy Sector 98': '11.7 Km', 'NH-8 Delhi Jaipur Highway': '14.9 Km', 'Indira Gandhi International Airport': '26.6 Km'}",https://www.99acres.com/signature-global-city-sector-37d-gurgaon-npxid-r378934,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '990 sq.ft.', 'price-range': '₹ 82 L - 1.77 Cr'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,250 - 1,440 sq.ft.', 'price-range': '₹ 1 - 2.58 Cr'}}","['Swimming Pool', 'Reflexology Park', 'Jacuzzi', 'Skating Rink', 'Cricket Pitch', 'Multipurpose Court', 'Amphitheatre', 'Toddler Pool', 'Basketball Court']"
Godrej 101,"2, 3 BHK Apartment in Sector 79, Gurgaon","['Naurangpur Road', 'NH 48', 'Miracles Apollo Cradle', 'Vatika Town Square-INXT', 'Nouveau Medics Multispeciality OPD']","{'Naurangpur Road': '2.6 KM', 'NH 48': '3.1 KM', 'Miracles Apollo Cradle': '4.3 KM', 'Vatika Town Square-INXT': '4.4 KM', 'Nouveau Medics Multispeciality OPD': '4.5 KM', 'Nakhrola Stadium': '4.6 KM', 'Heritage Village Resort & Spa': '6.3 KM', 'Euro International School': '7.4 KM', 'Gurugram University': '16.5 KM', 'Indira Gandhi Intl Airport': '30.1 KM'}",https://www.99acres.com/godrej-101-sector-79-gurgaon-npxid-r213249,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,383 - 1,572 sq.ft.', 'price-range': '₹ 1.25 - 1.43 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,505 - 2,366 sq.ft.', 'price-range': '₹ 1.36 - 2.14 Cr'}}","['Air Hockey', 'Acupressure Park', 'Foosball', 'Swimming Pool', 'Football', 'Reading Lounge', 'Golf Course', 'Volley Ball Court', 'ATM']"
M3M Soulitude,"2, 3 BHK Independent Floor in Sector 89, Gurgaon","['Sector 86 Road', 'Genesis Hospital', 'Dwarka Expy', 'Euro International School', 'Vatika Town Square-INXT']","{'Sector 86 Road': '950 Meter', 'Genesis Hospital': '1.5 KM', 'Dwarka Expy': '2.5 KM', 'Euro International School': '2.6 KM', 'Vatika Town Square-INXT': '4.1 KM', 'Garhi Harsaru Junction': '4.6 KM', 'Delh-Ajmer Expy': '5.8 KM', 'Gurugram University': '15.7 KM', 'Indira Gandhi Intl Airport': '28 KM'}",https://www.99acres.com/m3m-soulitude-sector-89-gurgaon-npxid-r378131,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,105 sq.ft.', 'price-range': '₹ 88 - 93.93 L'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,423 sq.ft.', 'price-range': '₹ 1.03 - 1.13 Cr'}}","['Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'Solar Lighting', 'Aerobics Centre', 'Restaurant', 'Terrace Garden', 'Piped Gas', 'Theatre']"
BPTP Terra,"2, 3, 4 BHK Apartment in Sector 37D, Gurgaon","['Euro International School', 'Dwarka Expressway', 'DPG Institute of Technology', 'SkyJumper Trampoline Park', 'Medanta -The Medicity']","{'Euro International School': '0.53 Km', 'Dwarka Expressway': '1.4 Km', 'DPG Institute of Technology': '6.7 Km', 'SkyJumper Trampoline Park': '9.5 Km', 'Medanta -The Medicity': '10 Km', 'Holiday Inn Sector 90': '10.3 Km', 'DLF Corporate Greens': '9.6 Km', 'Golf Course Extension Road': '13.2 Km', 'Airia Mall': '15.8 Km', 'Indira Gandhi International Airport': '24.3 Km', 'Amma Hospital': '1 Km'}",https://www.99acres.com/bptp-terra-sector-37d-gurgaon-npxid-r5360,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,410 sq.ft.', 'price-range': '₹ 1.19 - 2.1 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,691 - 1,877 sq.ft.', 'price-range': '₹ 1.18 - 2.8 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,998 - 2,443 sq.ft.', 'price-range': '₹ 1.42 - 3.64 Cr'}}","['Swimming Pool', 'Bar/Chill-Out Lounge', 'Waiting Lounge', 'Fountain', 'Sun Deck', 'Toddler Pool', 'Community Hall', 'Yoga/Meditation Area', 'Rain Water Harvesting']"
M3M Skycity,"2, 3 BHK Apartment in Sector 65, Gurgaon","['DPS International Edge', 'Eros City Square', 'Splendor Trade Tower', 'Narayana Junior College', 'CK Birla Hospital']","{'DPS International Edge': '1.4 Km', 'Eros City Square': '1.8 Km', 'Splendor Trade Tower': '2.5 Km', 'Narayana Junior College': '3.1 Km', 'CK Birla Hospital': '4 Km', 'DoubleTree by Hilton Hotel': '6 Km', 'Sector 55 Metro Station': '6.1 Km', 'SkyJumper Trampoline Park': '9 Km', 'Indira Gandhi Intl Airport': '22.9 Km'}",https://www.99acres.com/m3m-skycity-sector-65-gurgaon-npxid-r326899,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,280 sq.ft.', 'price-range': '₹ 1.6 - 2.05 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,800 - 2,000 sq.ft.', 'price-range': '₹ 2.25 - 3.2 Cr'}}","['Bus Shelter', 'Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'Reflexology Park', 'School', 'Aerobics Centre', 'Terrace Garden', 'High Speed Elevators']"
MRG The Crown,"3 BHK Independent Floor in Sector 106, Gurgaon","['Dharampur Main Road', 'Euro International School, Sector- 109', 'Dwarka Expy', ""Rion's Hospital"", 'Nehru Stadium']","{'Dharampur Main Road': '550 Meter', 'Euro International School, Sector- 109': '2.3 KM', 'Dwarka Expy': '3.5 KM', ""Rion's Hospital"": '4.9 KM', 'Nehru Stadium': '8.1 KM', 'The NorthCap University': '9.1 KM', 'Hamoni Golf Camp': '10.3 KM', 'Dwarka Sector 21 Metro Station': '11.3 KM', ""Oyster's Water Park"": '12.5 KM', 'Vivanta Dwarka New Delhi': '12.7 KM', 'Gurgaon Railway Station': '4 KM', 'DLF Corporate Park': '15.7 KM', 'Indira Gandhi Intl Airport': '19.5 KM'}",https://www.99acres.com/mrg-the-crown-sector-106-gurgaon-npxid-r405486,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,359 - 1,593 sq.ft.', 'price-range': '₹ 1.63 - 2.12 Cr'}}","['Swimming Pool', 'Visitors Parking', 'Skating Rink', 'Cricket Pitch', 'Basketball Court', 'Sewage Treatment Plant', 'Jogging Track', 'Club House', 'Gated Community']"
Godrej Nature Plus Serenity,"2, 3 BHK Apartment in Sector-33 Sohna, Gurgaon","['GD Goenka World School', 'KR Mangalam University', 'Smart View Hotel and Resort', 'Central Park Flower Valley', 'Sohna Road']","{'GD Goenka World School': '1.8km', 'KR Mangalam University': '1Km', 'Smart View Hotel and Resort': '3.4Km', 'Central Park Flower Valley': '1Km', 'Sohna Road': '200m', 'Shopping complex': '5Km'}",https://www.99acres.com/godrej-nature-plus-serenity-sector-33-sohna-gurgaon-npxid-r379974,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '929.89 - 986.84 sq.ft.', 'price-range': '₹ 1.1 - 1.17 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,169.18 - 1,411.04 sq.ft.', 'price-range': '₹ 1.25 - 1.51 Cr'}}","['Reflexology Park', 'RO System', 'Restaurant', 'Theatre', 'Amphitheatre', 'Badminton Court', 'Entrance Lobby', 'Multipurpose Hall', 'Yoga/Meditation Area']"
SS The Leaf,"2, 3, 4, 5 BHK Apartment in Sector 85, Gurgaon","['Delhi Public School Sector 84', 'Genesis Hospital Sector 84', 'Sapphire 83 Mall', 'Holiday Inn Hotel Sector 90', 'Dwarka Expressway']","{'Delhi Public School Sector 84': '0.65 Km', 'Genesis Hospital Sector 84': '0.7 Km', 'Sapphire 83 Mall': '2.6 Km', 'Holiday Inn Hotel Sector 90': '3 Km', 'Dwarka Expressway': '3.8 Km', 'Central Peripheral Road': '3.9 Km', 'Nakhrola Stadium Sector 81A': '5.3 Km', 'NH 08': '8.1 Km', 'Imt Manesar': '8.1 Km', 'Pataudi Road': '9.2 Km', 'DPG Institute of Technology': '11.6 Km', 'SkyJumper Trampoline Park': '13.4 Km', 'Indira Gandhi International Airport': '29.9 Km'}",https://www.99acres.com/ss-the-leaf-sector-85-gurgaon-npxid-r5098,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,640 - 1,772 sq.ft.', 'price-range': '₹ 1.22 - 1.33 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,408 sq.ft.', 'price-range': '₹ 1.91 - 1.93 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,812 - 3,950 sq.ft.', 'price-range': '₹ 2.24 - 3.17 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,950 sq.ft.', 'price-range': '₹ 4.46 Cr'}}","['Valet Parking', 'Swimming Pool', 'Football', 'Business Lounge', 'Medical Centre', 'Flower Garden', 'School', 'Squash Court', 'Wi-Fi Connectivity']"
Eldeco Acclaim,"2, 3 BHK Apartment in Sohna, Gurgaon","['G D Goenka University', 'Fly India Adventure Resort', 'GD Goenka World School', 'Vardaan Hospital', 'IMT Office Sohna']","{'G D Goenka University': '1 Km', 'Fly India Adventure Resort': '1.2 Km', 'GD Goenka World School': '1.7 Km', 'Vardaan Hospital': '1.7 Km', 'IMT Office Sohna': '8 Km', 'Sohna Road': '10 Km', 'Airia Mall': '18.4 Km'}",https://www.99acres.com/eldeco-acclaim-sohna-gurgaon-npxid-r369999,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '730 - 849 sq.ft.', 'price-range': '₹ 91 L - 1.06 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,062 - 1,276 sq.ft.', 'price-range': '₹ 1.32 - 1.59 Cr'}}","['Swimming Pool', 'Restaurant', 'Piped Gas', 'Squash Court', 'Gazebo', 'Property Staff', 'Billiards', 'Sun Deck', 'Lawn Tennis Court']"
Emaar Gurgaon Greens,"3, 4 BHK Apartment in Sector 102, Gurgaon","['JMS Marine Square Mall', 'Vibrant Hospital', 'Prime Scholars Int. School', 'Ramgarh Farms & Resort', 'Dwarka Expressway']","{'JMS Marine Square Mall': '1.5 Km', 'Vibrant Hospital': '1.6 Km', 'Prime Scholars Int. School': '2.5 Km', 'Ramgarh Farms & Resort': '5.8 Km', 'Dwarka Expressway': '6.1 Km', 'DPG Institute of Technology': '8.7 Km', 'Basai Road': '6.1 Km', 'SkyJumper Trampoline Park': '10.5 Km', 'IMT Manesar': '16 Km', 'Indira Gandhi International Airport': '25.7 Km'}",https://www.99acres.com/emaar-gurgaon-greens-sector-102-gurgaon-npxid-r2066,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,650 sq.ft.', 'price-range': '₹ 1.29 - 1.35 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,200 sq.ft.', 'price-range': '₹ 2.6 - 2.62 Cr'}}","['Swimming Pool', 'Flower Garden', 'Golf Course', 'Solar Lighting', 'Pergola', 'Property Staff', 'Cafeteria', 'Fountain', 'Lawn Tennis Court']"
Oxirich Chintamanis,"3, 4 BHK Apartment in Sector 103, Gurgaon","['Dwarka Expressway', 'Gurgaon Railway Station', 'Shree Krishna Hospital', 'Bajghera Road', 'The Esplanade Mall']","{'Dwarka Expressway': '700 Meter', 'Gurgaon Railway Station': '2.5 KM', 'Shree Krishna Hospital': '4.5 KM', 'Bajghera Road': '5.3 KM', 'The Esplanade Mall': '5.5 KM', 'GEMS International School': '5.7 KM', 'The NorthCap University': '8.8 KM', 'Huda Metro Station': '11 KM', 'Indira Gandhi Intl Airport': '20.8 KM'}",https://www.99acres.com/oxirich-chintamanis-sector-103-gurgaon-npxid-r405511,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,012 - 1,593 sq.ft.', 'price-range': '₹ 1.39 - 3.15 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,459 - 2,319 sq.ft.', 'price-range': '₹ 2 - 4.58 Cr'}}","['Swimming Pool', 'Entrance Lobby', 'Yoga/Meditation Area', '24/7 Power Backup', 'Gated Community', 'Gymnasium', ""Children's Play Area"", 'Car Parking']"
DLF Garden City Floors,"3, 4 BHK Independent Floor in Sector 92, Gurgaon","['Pranavananda International School', 'Greenway Hospital', 'Holiday Inn Gurugram Sector 90', 'National Tennis Academy', 'IMT Manesar']","{'Pranavananda International School': '2 Km', 'Greenway Hospital': '3 Km', 'Holiday Inn Gurugram Sector 90': '3.1 Km', 'National Tennis Academy': '5 Km', 'IMT Manesar': '6.1 Km', 'Dwarka Expressway': '6.6 Km', 'NH-8': '7.7 Km', 'Sapphire 83 Mall': '7.7 Km', 'DPG Institute of Technology': '14.7 Km', 'Indira Gandhi International Airport': '32.4 Km'}",https://www.99acres.com/dlf-garden-city-floors-sector-92-gurgaon-npxid-r376177,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,782 sq.ft.', 'price-range': '₹ 1.22 - 13.03 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '2,250 - 4,739.35 sq.ft.', 'price-range': '₹ 1.35 - 34.65 Cr'}}","['Swimming Pool', 'Bar/Chill-Out Lounge', 'School', 'Spa', 'Grocery Shop', 'Squash Court', 'Shopping Centre', 'Power Back up Lift', 'CCTV Camera Security']"
Anant Raj Estates,"3, 4, 5 BHK Villa, Land, 3 BHK Independent Floor in Sector 63A, Gurgaon","['Paras Trinity Mall', 'Rajesh Pilot Road', 'Sector 55-56 Metro Station', 'Golf Course Ext Road', 'Scottish High International School']","{'Paras Trinity Mall': '2.2 KM', 'Rajesh Pilot Road': '2.8 KM', 'Sector 55-56 Metro Station': '3.6 KM', 'Golf Course Ext Road': '3.8 KM', 'Scottish High International School': '4.8 KM', 'Park Hospital': '8.5 KM', 'KIIT College of Engineering': '9 KM', 'Badshahpur Sohna Rd Hwy': '11.1 KM', 'Gurgaon Railway Station': '17.8 KM', 'Indira Gandhi Intl Airport': '21 KM'}",https://www.99acres.com/anant-raj-estates-sector-63a-gurgaon-npxid-r2862,"{'3 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '2,268 sq.ft.', 'price-range': 'Price on Request'}, '4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,600 - 5,072 sq.ft.', 'price-range': 'Price on Request'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '2,700 - 7,582 sq.ft.', 'price-range': 'Price on Request'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,286 - 9,900 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Golf Course', 'Salon', 'Restaurant', 'Spa', 'Water Softener Plant', 'Grocery Shop', 'Shopping Centre', 'Cricket Pitch']"
Tulip Yellow,"3, 5 BHK Apartment in Sector 69, Gurgaon","['The Vivekananda School', 'Southern Peripheral Road', 'De Adventure Park', 'Airia Mall', 'Badshahpur Sohna Rd Hwy']","{'The Vivekananda School': '250 Meter', 'Southern Peripheral Road': '1.3 KM', 'De Adventure Park': '3.7 KM', 'Airia Mall': '3.9 KM', 'Badshahpur Sohna Rd Hwy': '5 KM', 'DLF Corporate Greens': '5.4 KM', 'Holiday Inn Express Gurugram Sector 50': '6.2 KM', 'Gurugram University': '6.8 KM', 'Tau DeviLal Sports Complex': '8.6 KM', 'Sector 55-56 Metro Station': '9.2 KM', 'Aryan Hospital': '10.7 KM', 'Gurgaon Railway Station': '13 KM', 'Indira Gandhi Intl Airport': '24.1 KM'}",https://www.99acres.com/tulip-yellow-sector-69-gurgaon-npxid-r344503,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,704 sq.ft.', 'price-range': '₹ 1.32 - 1.38 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,946 sq.ft.', 'price-range': '₹ 2.36 Cr'}}","['Swimming Pool', 'High Speed Elevators', 'Waiting Lounge', 'Skating Rink', 'Grocery Shop', 'Wi-Fi Connectivity', 'Cafeteria', 'Fountain', 'Cricket Pitch']"
