property_name,link,society,price,rate,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,noOfFloor,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,property_id
1 Bedroom House for sale in Sector 3A Gurgaon,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-3-a-gurgaon-480-sq-ft-spid-W68961024,,37 Lac,"₹ 7,916/sq.ft.",(45 sq.m.) Built-up Area,Built Up area: 480 (44.59 sq.m.),1 Bedroom,1 Bathroom,1 Balcony,,"Laxman Vihar, Sector 3a, Gurgaon, Sector 3A Gurgaon, Gurgaon, Haryana",1 Floors,,1 to 5 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Prateek Nursing Home And Polyclinic', 'Shree Krishna Hospital Gurgaon', 'Kr Dental Hub', 'Dr. Hitesh Dawar', 'Sneh Hospital Gurgaon', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Bhardwaj Hospital', 'Esic Hospital Gurugram', 'Dr. Ashok Jain', 'Dr. Sindhu Clinic', 'Gurgaon Eye Centre', 'Pearl Dental Clinic', 'Dr. Mittal Clinic', 'Jiya Clinic', 'R K Hospital Gurgaon', 'Yashroop Medical Centre', ""Dr. Anurag's Child Care Clinic"", 'Taneja Hospital', 'Aryan Hospital', 'Chirag Hospital Pvt. Ltd', 'Geeta Nursing Home Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Sparsh Hospital Gurgaon', 'Ravi Clinic and Health Care Centre', 'Chiranjiv Hospital', 'Dr. Madan Clinic', 'Bhatnagar Maternity and Nursing Home', 'Dr. Agya Ram Sharma Clinic', 'Dev Man Kathuria Clinic', 'GH Gurgaon', 'Swastik Maternity and Medical Centre', 'Bindal Clinic', 'Dr. Sarvejeet Singh', 'M.S Hospital', 'My Care Clinic', 'Satyam Hospital Gurgaon', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","Looking for a good 1 bhk independent floor in sector 3 a, gurgaon? This property is in one of gurgaons most popular locations. This is a no brokerage property. The property is on floor 1. Total number of floors is 1. Maintenance charges of this property is rs 0. This independent floor is available for rs 38.0 l. This modern unit has a built-Up area of 480 square feet. The carpet area of this independent floor is 470 square feet. There are 1 bedroom and 1 bathroom. It is very close to some of citys best hospitals, such as, anu sidana, centre for sight eye hospital, and rs interior 24. Established schools, such as scr public school, focuss academy for defence exams : Nda coaching in gurgaon i cds i ctet i kvs i dsssb coaching, and lt atul katarya memorial school are also close-By laxman vihar, sector 3a, gurgaon",,,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",W68961024
4 Bedroom House for sale in Sector 54 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-54-gurgaon-270-sq-ft-spid-F68946776,DLF The Grove,5.7 Crore,"₹ 211,111/sq.ft.",(25 sq.m.) Built-up Area,Built Up area: 270 (25.08 sq.m.),4 Bedrooms,4 Bathrooms,No Balcony,,"Sector 54, Sector 54 Gurgaon, Gurgaon, Haryana",1 Floors,,undefined,"['Sector 54 chowk metro station', 'Sector 53-54 metro station', 'Sector metro station', 'Sector metro station', 'Sanatan Dharm Mandir', 'Hanuman Mandir', 'New Life Church', 'Indusind bank ATM', 'Citi bank ATM', 'Icici bank ATM', 'State bank ATM', 'Icici bank ATM', 'Arunodaya Deseret Eye Hospital', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'Paras Hospital Gurgaon', 'pracksht hospital', 'HUDA Office Complex', 'Apollo Pharmacy', 'Medisca', 'HCG CNG Station', 'Heera Fuel Station', 'Hdfc bank', 'Icici bank', 'Hdfc bank & atm', 'Axis bank', 'Indusind bank', 'Kotak mahindra bank', 'State bank of india', 'Hdfc bank and atm', '222', 'Naivedyam Restaurant', 'Bikanerwala', 'Burger Singh', 'Wat-a-Burger', 'Clock tower', 'Starbucks', ""Carl's Jr."", 'Shophouse by Kylin', 'Cafe Tonini', 'Sagar Ratna', 'Pizza Hut', 'Suncity School', 'Iilm University', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'IILM']",A residential house is available for sale. It is a good location property. Please contact for more details. Dlf the grove sector 54,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,"['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",F68946776
13 Bedroom House for sale in Surat Nagar 1,https://www.99acres.com/13-bhk-bedroom-independent-house-villa-for-sale-in-surat-nagar-1-gurgaon-100-sq-ft-r1-spid-E64621886,,80 Lac,"₹ 80,000/sq.ft.",(9 sq.m.) Plot Area,Plot area 100(9.29 sq.m.),13 Bedrooms,6 Bathrooms,3+ Balconies,"Pooja Room,Study Room,Servant Room,Others","Surat Nagar 1, Gurgaon, Haryana",3 Floors,South,5 to 10 Year Old,"['Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Dr. Hitesh Dawar', 'Bhardwaj Hospital', 'Prateek Nursing Home And Polyclinic', 'Sneh Hospital Gurgaon', 'R K Hospital Gurgaon', 'Kr Dental Hub', 'Shree Krishna Hospital Gurgaon', 'Chirag Hospital Pvt. Ltd', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Sarvodya Hospital', 'Dr. Sindhu Clinic', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Dr. Ashok Jain', 'Esic Hospital Gurugram', 'Gurgaon Eye Centre', 'Pearl Dental Clinic', 'Taneja Hospital', 'Aryan Hospital', 'D.R. Rajnis Gupta Clinic', 'Geeta Nursing Home Gurgaon', 'Sparsh Hospital Gurgaon', 'GH Gurgaon', 'Ravi Clinic and Health Care Centre', 'Dr. Agya Ram Sharma Clinic', 'Bhatnagar Maternity and Nursing Home', 'Chiranjiv Hospital', 'Dr. Madan Clinic', 'Dr. Sarvejeet Singh', 'Bindal Clinic', 'Dev Man Kathuria Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Swastik Maternity and Medical Centre', 'Kidney Clinic', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']",This house gives 35000 -40000 per month on rent,,,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety3.5 out of 5']",E64621886
3 Bedroom House for sale in Sector 70A Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-70-a-gurgaon-600-sq-ft-r1-spid-V66132478,,2.1 Crore,"₹ 35,000/sq.ft.",(56 sq.m.) Carpet Area,Carpet area: 600 (55.74 sq.m.),3 Bedrooms,2 Bathrooms,1 Balcony,,"Sector 70A Gurgaon, Gurgaon, Haryana",3 Floors,,0 to 1 Year Old,"['Sri Radhe Krishna Temple', 'Sai Dharamraj Hospital', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Sona Devi Memorial Hospital and Trauma Centre', 'Gobind Hospital', 'Sanjeevani Hospital Gurgaon', 'Kamal Hospital and Maternity Centre', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'Union bank of india', 'Central bank of india', 'State bank of india', 'Icici bank']","2 bath, semi-Furnished, 2 side open, at pandav nagar location new delhi","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",V66132478
5 Bedroom House for sale in Ashok Vihar Phase 2,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-ashok-vihar-phase-2-gurgaon-1100-sq-ft-spid-E68925860,,1.1 Crore,"₹ 10,000/sq.ft.",(102 sq.m.) Built-up Area,Built Up area: 1100 (102.19 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),5 Bedrooms,4 Bathrooms,2 Balconies,,"Ashok Vihar Phase 2, Delhi Gurgaon Expressway, Ashok Vihar Phase 2, Gurgaon, Haryana",1 Floors,East,undefined,,"Two side open house near by all facilities ashok vihar phase 2, delhi gurgaon expressway",,,"['Environment3 out of 5', 'Lifestyle4 out of 5', 'Connectivity4.5 out of 5', 'Safety4 out of 5']",E68925860
5 Bedroom House for sale in Subhash Nagar,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-rk-excelo-subhash-nagar-gurgaon-30-sq-ft-r1-spid-K55703136,RK Excelo,60 Lac,"₹ 120,000/sq.ft.",(5 sq.m.) Plot Area,Plot area 50(4.65 sq.m.)Built Up area: 30 sq.ft. (2.79 sq.m.)Carpet area: 15 sq.ft. (1.39 sq.m.),5 Bedrooms,3 Bathrooms,2 Balconies,Others,"H.No 391/7 Near Old Railway Road, Subhash Nagar, Gurgaon, Haryana",3 Floors,North,5 to 10 Year Old,"['Hanuman Mandir', 'Triveni Hospital Gurgaon', 'My Care Clinic', 'M.S Hospital', 'Dr. Ajay S. Gupta Clinic', 'Bindal Clinic', 'Gupta Hospital Gurgaon', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Sharma Hospital Gurgaon', 'Swastik Maternity and Medical Centre', 'Chiranjiv Hospital', 'Verma E.N.T. Hospital', 'Nova Care Clinic', 'Ravi Clinic and Health Care Centre', 'Kharbanda Maternity and Nursing Home', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Dentecare - Multispeciality Dental Clinic', 'Lall Nursing and Maternity Home', 'Dental Health Centre', 'Lalit Dental Care', 'Kidney Clinic', 'Satyam Hospital Gurgaon', 'Centre For Sight Gurgaon New Railway Road', 'M Goel Hospital', 'Dr. Sarvejeet Singh', 'Geeta Nursing Home Gurgaon', 'Bhatnagar Maternity and Nursing Home', 'Dev Man Kathuria Clinic', 'Ahooja Eye and Dental Institute Hospital', 'Dr. Sandeep Chauhan', 'D.R. Rajnis Gupta Clinic', 'Pasricha Hospital and Maternity Home', 'Rama Hospital & Nursing Home', 'Dr. Madan Clinic', 'Sparsh Hospital Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Shubham Hospital Gurgaon', 'Aryan Hospital', 'Sethi Hospital Gurgaon', 'Jackson Hospital', 'Nangia Hospital Ent and Maternity', 'Lal Superspeciality Hospital', 'Shri Gobind Hospital', 'Aarvy Hospital', 'Shiv Mahima Patient Care Bureau', 'State bank of india', 'Punjab national bank', 'Dronacharya Government College', 'govt sec school']",Sale house and one shop in subhash nagar near kabir bhawna chowk,,,"['Environment3.5 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",K55703136
4 Bedroom House for sale in Sohna Road,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sohna-road-gurgaon-538-sq-ft-r2-spid-R67661678,,1.2 Crore,"₹ 22,297/sq.ft.",(50 sq.m.) Plot Area,Plot area 50,4 Bedrooms,4 Bathrooms,3+ Balconies,,"Sohna Road, Gurgaon, Haryana",4 Floors,West,10+ Year Old,"['Rajiv Chowk Mosque', 'Standard chartered ATM', 'Icici bank ATM', 'Samvit Health Care', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Medanta', 'Sukhmani Hospital Pvt. Ltd', 'Airforce Hospital', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Neelkanth Health Care', 'Best Urologist Atcomplete Family Clinic', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Bansal Medicare and Maternity Centre', 'Meher Clinic', 'Pushpanjali Hospital Gurgaon', 'Dispencery', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Pushpanjali Hospital', 'Bones Clinic - Orthopaedics', 'Smile Plus Dental Clinic', 'Vaishnavi Nursing Home', 'Skin Clinic', 'Rajendra Hospital', 'Road and Traffic Authority', 'Gurgaon Election Commission', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'India Oil', 'SRS Cinemas', 'SRS Cinemas', 'Hdfc bank', 'Icici bank', 'Hdfc bank', 'KFC', 'Haldiram', ""Domino's Pizza"", 'Darbar', ""Nirula's"", 'Kendriya Vidyalaya No.2 Sohna Road', 'Delhi Public School Primary Section', 'CR Model Public School', 'Manav Rachna School', 'Manav Rachna Swimming Pool']","We have a house/villa available for sale in sohna road, gurgaon. Available at price of rs 1.1 crores. It has plot area of 50 sq m. It has 1 bhk, 4 bathroom, 4 balcony.It is a freehold property","['6 Wardrobe', '9 Fan', '10 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Park'],,R67661678
4 Bedroom House for sale in DLF Phase 4,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-4-gurgaon-360-sq-ft-spid-L68904950,,4.5 Crore,"₹ 125,000/sq.ft.",(33 sq.m.) Built-up Area,Built Up area: 360 (33.45 sq.m.),4 Bedrooms,4 Bathrooms,No Balcony,,"Dlf City Phase 4, Sector 28, DLF Phase 4, Gurgaon, Haryana",4 Floors,,undefined,,Best in class property available at dlf city phase 4 location in gurgaon,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",L68904950
4 Bedroom House for sale in Om Nagar,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-om-nagar-gurgaon-900-sq-ft-r3-spid-X56858756,,80 Lac,"₹ 8,889/sq.ft.",(84 sq.m.) Plot Area,Plot area 100(83.61 sq.m.),4 Bedrooms,4 Bathrooms,No Balcony,,"Om Nagar, Gurgaon, Haryana",2 Floors,,10+ Year Old,"['Rajiv Chowk Mosque', 'Rajendra Hospital', 'Kathuria Hospital', 'Rachna Dental Clinic', 'Parashar Hospital', 'Vinayak Hospital Gurgaon', 'Smile Plus Dental Clinic', 'Parmar Dental Clinic & Lab', 'Nangia Hospital Ent and Maternity', 'Sethi Hospital Gurgaon', 'Mangalam Hospital and Heart Centre Gurgaon', 'Shubham Hospital Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Bhanu Dental Care', 'Pasricha Hospital and Maternity Home', 'Rama Hospital & Nursing Home', 'Lal Superspeciality Hospital', 'Thakral Nursing and Maternity Home', 'Shri Gobind Hospital', 'Navjeevan Hospital and Maternity Centre', 'Nutan Dental Hospital', 'Shiv Mahima Patient Care Bureau', 'Shri Ram Dental Clinic', 'Ankur Clinic and Maternity Home', 'Sai Dental Clinic', 'Satyam Hospital Gurgaon', 'Sunrise Hospital Gurgaon', 'Aarvy Hospital', 'Pushpanjali Hospital Gurgaon', 'Pushpanjali Hospital', 'Dev Man Kathuria Clinic', 'Swastik Maternity and Medical Centre', 'Gautam Hospital', 'Dr. Madan Clinic', 'Clove Dental', 'Dr. Ajay S. Gupta Clinic', 'Sharma Hospital Gurgaon', 'My Care Clinic', 'Vaishnavi Nursing Home', 'Triveni Hospital Gurgaon', 'Harshila Dental Clinic', 'M.S Hospital', 'Bansal Medicare and Maternity Centre', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Chiranjiv Hospital', 'Bindal Clinic', 'Road and Traffic Authority', 'Gurgaon Election Commission', 'IBP Petrol Station', 'Indian Oil']",Interested to sell independent house/villa.Placed at om nagar.Nice unfurnished enhancing decorit has spacious 4 bedrooms and 4 bathrooms. .Want to sell it for rs 8000000.It is a 10  years old property construction,,,"['Environment3 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",X56858756
2 Bedroom House for sale in Bhawani Enclave,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-bhawani-enclave-gurgaon-150-sq-ft-spid-L68891802,,1.1 Crore,"₹ 73,333/sq.ft.",(14 sq.m.) Plot Area,Plot area 150(13.94 sq.m.),2 Bedrooms,2 Bathrooms,1 Balcony,Others,"Bhawani Enclave, Gurgaon, Haryana",,,10+ Year Old,"['State bank ATM', 'Shri Multispeciality Hospital', 'Esic Hospital Gurugram', 'Kamla Hospital Gurgaon', 'Shree Krishna Hospital Gurgaon', 'Ankur Clinic and Maternity Home', 'Navjeevan Hospital and Maternity Centre', 'Yadav Hospital Gurgoan', 'Taneja Hospital', 'Mangalam Hospital and Heart Centre Gurgaon', 'Dr. Ashok Jain', 'Shiv Mahima Patient Care Bureau', 'Pearl Dental Clinic', 'Kr Dental Hub', 'Dr. Madan Clinic', 'Shri Gobind Hospital', 'Lal Superspeciality Hospital', 'Dev Man Kathuria Clinic', 'Bhanu Dental Care', 'Prateek Nursing Home And Polyclinic', 'Satyam Hospital Gurgaon', 'Gautam Hospital', 'Harshila Dental Clinic', 'Chandna Dental Surgery Orthodontic and Implant Centre', 'Nutan Dental Hospital', 'Sai Dental Clinic', 'Shri Balaji Hospital and Trauma Center', 'Clove Dental', 'Chiranjiv Hospital', 'Swastik Maternity and Medical Centre', 'Rachna Dental Clinic', 'Shri Ram Dental Clinic', 'Parmar Dental Clinic & Lab', 'Sunrise Hospital Gurgaon', 'Dental Xpert Dental Clinic', 'The Muskan Dental Clinic', 'Geeta Nursing Home Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Sethi Hospital Gurgaon', 'Kathuria Hospital', 'Shubham Hospital Gurgaon', 'Parashar Hospital', 'Boxer Fuel Point', 'Hdfc bank', 'Kotak bank', 'Indian bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Basai dhankot railway station']","2 side open, 1 drawing room, 1 shop, 1 small room at mumty, 2 bedroom, 1 kitchen, 1 store room on roof, 2 bathroom, 2 toilet","['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,,L68891802
5 Bedroom House for sale in Sector 108 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sobha-city-sector-108-gurgaon-7331-sq-ft-spid-G68886662,Sobha City,,,(681 sq.m.) Built-up Area,Built Up area: 7331 (681.07 sq.m.),5 Bedrooms,1 Bathroom,No Balcony,,"Sector 109, Sector 108 Gurgaon, Gurgaon, Haryana",1 Floors,,10+ Year Old,"['Dwarka Sector 21', 'Dwarka Expressway', 'Vasant Kunj', 'The Shikshiyan School', 'The NorthCap University', 'Rions Hospital', 'IGI Airport', 'Gurgaon', 'WTC Plaza', 'Luxus Haritma Resort', 'Fun N Food WaterPark', 'BSF Golf Course', 'Nehru Stadium']",Best in class property available at sector 109 location in gurgaon,,,"['Environment4 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4.5 out of 5', 'Safety4.5 out of 5']",G68886662
4 Bedroom House for sale in Garhi Harsaru,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-garhi-harsau-gurgaon-2700-sq-ft-r1-spid-F65593142,,3 Crore,"₹ 11,111/sq.ft.",(251 sq.m.) Carpet Area,Carpet area: 2700 (250.84 sq.m.),4 Bedrooms,4 Bathrooms,No Balcony,,"Garhi Harsaru, Gurgaon, Garhi Harsaru, Gurgaon, Haryana",1 Floors,,undefined,,"This 4 bhk, 2700 sqft, ready to move villa is located in individual villa, garhi harsaru. Possession is immediate. It is a well designed property with 4 bathrooms and 0 balconies. The villa is available for inr 30000000/-, negotiable. Reserved parking is available for residents. , garhi harsaru, gurgaon",,,"['Environment4 out of 5', 'Lifestyle3 out of 5', 'Connectivity4 out of 5', 'Safety3 out of 5']",F65593142
4 Bedroom House for sale in Sector 48 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-3240-sq-ft-spid-W68875850,Vipul Tatvam Villa,8.5 Crore,"₹ 26,235/sq.ft.",(301 sq.m.) Plot Area,Plot area 360(301.01 sq.m.),4 Bedrooms,6 Bathrooms,3 Balconies,"Pooja Room,Servant Room,Others","Sector 48 Gurgaon, Gurgaon, Haryana",3 Floors,North,10+ Year Old,"['Athena', 'Star Mall', 'The Sixth Element School', 'K.R.Mangalam World School', 'Medhaam Pre School & Daycare', 'Peer Baba Ki Mazar', 'HDFC Bank', 'Punjab National Bank', 'Axis Bank', 'Sushil Park', 'CoNexus.Life B35', 'World Tech Park', 'Marriott Courtyard', 'Moksh Wellness Pvt Ltd.', 'Bharat Petroleum Petrol Pump']","This 4 bhk house for sale in sector 48 gurgaon, a well planned locality in gurgaon, is ideal for a family that is looking for complete peace of mind. Another plus point for the house is that it is situated near close to mall, close to school, close to hospital and close to market. The floor plan additionally contains 4 bedrooms, 6 bathrooms and 3 balconies. All in all, the independent house is spread over a super built up area of 360 sq.Yards. The houses comes with dedicated 3 open parking space(s) where you can easily park your vehicle(s). Another added advantage of this 10+ years old house is that it is available for immediate possession. The type of ownership of this property is freehold. By paying just  8.5 crore, you can become the proud owner of this independent house. All the modern amenities such as maintenance staff, visitor parking and park will make life easier for you. Borewell/tank and municipal corporation provides a regular supply of water to this residential house. The residential house is north-Facing. The floor of this independent house is beautifully designed using granite flooring, giving it an alluring look.",,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",W68875850
"5 Bedroom House for sale in Anand Garden, Sector-105",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-gurgaon-1620-sq-ft-spid-M68869678,"Anand Garden, Sector-105",1.1 Crore,"₹ 6,790/sq.ft.",(151 sq.m.) Plot Area,Plot area 180(150.5 sq.m.),5 Bedrooms,3 Bathrooms,1 Balcony,"Pooja Room,Study Room","Anand Garden, Sector-105, Gurgaon, Haryana",2 Floors,,10+ Year Old,"['Hanuman Mandir', 'Sharma Hospital Gurgaon', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Dr. Ajay S. Gupta Clinic', 'Aarvy Hospital', 'Rama Hospital & Nursing Home', 'Pasricha Hospital and Maternity Home', 'Gupta Hospital Gurgaon', 'Thakral Nursing and Maternity Home', 'Dr. Sandeep Chauhan', 'Nangia Hospital Ent and Maternity', 'Ahooja Eye and Dental Institute Hospital', 'Shubham Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'Verma E.N.T. Hospital', 'Nova Care Clinic', 'Sethi Hospital Gurgaon', 'My Care Clinic', 'Tirath Ram Hospitals Pvt Ltd', 'M.S Hospital', 'Bindal Clinic', 'Vinayak Hospital Gurgaon', 'Dental Health Centre', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'Swastik Maternity and Medical Centre', 'Kharbanda Maternity and Nursing Home', 'Dentecare - Multispeciality Dental Clinic', 'Satyam Hospital Gurgaon', 'Parashar Hospital', 'Lalit Dental Care', 'M Goel Hospital', 'Kathuria Hospital', 'Chiranjiv Hospital', 'Kidney Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Lal Superspeciality Hospital', 'Dev Man Kathuria Clinic', 'Shri Gobind Hospital', 'Dr. Sarvejeet Singh', 'Ravi Clinic and Health Care Centre', 'Jackson Hospital', 'Dr. Madan Clinic', 'IBP Petrol Station', 'Indian Oil', 'Punjab national bank', 'govt sec school', 'Dronacharya Government College', 'District library gurgaon']","Planning to buy an individual house in gurgaon. Then you should definitely check out this 5 bhk house for sale in anand garden, sector-105, a well-Planned and well-Connected locality in gurgaon. The floor plan additionally contains 5 bedrooms, 3 bathrooms and 1 balcony. All in all, the independent house is spread over a super built up area of 180 sq.Yards. There is 1 covered & 1 open parking available with this house. Being a ready to move house, you can expect immediate possession of this 10+ years old property. The nature of ownership of this independent house is freehold. By paying just 1.1 crore, you can become the proud owner of this independent house.",,,,M68869678
