property_name,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating
7 Bedroom House for sale in Surat Nagar 1,house,independent,0.6,5128.0,1170.0,Plot area 130(108.7 sq.m.),7,3,1,not available,"House No. 5215, Gali No.12, Surat Nagar 1, Gurgaon, Haryana",2,North,5 to 10 Year Old,"['Ravi Clinic and Health Care Centre', 'D.R. Rajnis Gupta Clinic', 'Geeta Nursing Home Gurgaon', 'Bindal Clinic', 'Aryan Hospital', 'Bhatnagar Maternity and Nursing Home', 'Sparsh Hospital Gurgaon', 'M.S Hospital', 'Triveni Hospital Gurgaon', 'My Care Clinic', 'Chiranjiv Hospital', 'Dr. Sarvejeet Singh', 'Centre For Sight Gurgaon New Railway Road', 'Kidney Clinic', 'Kharbanda Maternity and Nursing Home', 'Swastik Maternity and Medical Centre', 'Dentecare - Multispeciality Dental Clinic', 'Lalit Dental Care', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'M Goel Hospital', 'Gupta Hospital Gurgaon', 'Dr. Ajay S. Gupta Clinic', 'Dental Health Centre', 'Verma E.N.T. Hospital', 'Nova Care Clinic', 'Jackson Hospital', 'Dev Man Kathuria Clinic', 'Dr. Madan Clinic', 'Taneja Hospital', 'Dr. Agya Ram Sharma Clinic', 'Satyam Hospital Gurgaon', 'Gurgaon Eye Centre', 'Pearl Dental Clinic', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Sharma Hospital Gurgaon', 'GH Gurgaon', 'Dr. Ashok Jain', 'Ahooja Eye and Dental Institute Hospital', 'Dr. Sandeep Chauhan', 'Tirath Ram Hospitals Pvt Ltd', 'Shri Gobind Hospital', 'Lal Superspeciality Hospital', 'Pasricha Hospital and Maternity Home', 'Shubham Hospital Gurgaon', 'State bank of india', 'Rang Parivartan', 'Dronacharya Government College', 'St. Michaels Sr. Sec. School']","Very good property.. 1.5 km away from dwarka expressway, 850 meter away from gurgaon railway station, 400 meter away from bus stand and auto stand, route no. 321 connected to huda city center metro station, so many good schools on dwarka expressway are nearby.
Proposed metro station in sector 104 which will connect to railway station will be in 1 km range.
Gurugram's first govt medical college that is mata sheetla devi medical college coming soon in sector 102 which is in 2km from the house.
 The house has muncipal supply supply.",,,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety3.5 out of 5']"
2 Bedroom House for sale in Palam Vihar Extension,house,palam vihar extension west zone rwa,0.65,5777.0,1125.0,Plot area 1125(104.52 sq.m.),2,2,1,store room,"Palam Vihar Extension, Gurgaon, Haryana",1,North,5 to 10 Year Old,"['Palam triangle', 'Palam Vihar Vyapar kendra', 'HUDA Sector 23 Market', 'Ram Mandir', 'Sheetla Mata Mandir', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Metro Hospital and Heart Institute Gurgaon', ""Dr. Anurag's Child Care Clinic"", 'Apollo Cradle Hospital Gurgaon', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Yashroop Medical Centre', 'Chirag Hospital Pvt. Ltd', 'Jeevan Jyoti Hospital Gurgaon', 'Kishor Clinic', 'Sheetla Clinic', 'Ansals Plaza above ground car parking', 'Ansals plaza underground car parking', 'HUDA sector 23 parking', 'Big Cinemas', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Catholic syrian bank', 'Karur vysay bank', 'Oriental bank of commerce', 'Hdfc bank', 'Icici bank', ""McDonald's"", 'Moti Mahal', 'Pind Baluchi', 'Pizza Hut', 'Cafe Coffee Day', ""Domino's Pizza"", 'Om Sweets', 'Cafe Coffee Day', 'THE NORTHCAP UNIVERSITY', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'Chiranjiv Bharati School', 'Lieutenant Atul Kataria School', 'Palam vihar railway station']","Independent house,north facing,ground floor built on strong pillars for further expansion.Ideal plot size with front 25 feet.","['2 Wardrobe', '4 Fan', '1 Exhaust Fan', '5 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['High Ceiling Height', 'Water Storage', 'No open drainage around', 'Natural Light']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
4 Bedroom House for sale in Sector 17B Gurgaon,house,independent,7.2,15926.0,4521.0,Plot area 420,4,4,2,"servant room,store room","Sector 17B Gurgaon, Gurgaon, Haryana",1,NA,10+ Year Old,"['Iffco chowk metro station', 'Mg road metro station', 'Arya Samaj Mandir', 'Jain Bhawan', 'Citi bank ATM', 'Punjab national bank ATM', 'Icici bank ATM', 'Punjab national bank ATM', 'Thukral Hospital', 'Privat Hospital', 'Sangwan Hospital Gurgaon', 'Umkal Hospital', 'Community Center Sukhrali', 'Neelkanth Medico', 'DT Cinemas', 'PVR Cinames', 'PVR Metropolitan', 'DT Cinemas', 'Swagath', 'distillery', 'Roots', 'KFC', 'Gravity Space Bar', 'Black Mambaa', 'Walking Street', 'Gung the palace Korean restaurant', 'Bikanervala', 'ADDA', 'Ardor 29', 'Park Baluchi', 'Gola Sizzles', 'The Oriental Bloom Chinese and Thai', 'MoB Ministory of Beer', 'Zura', 'Tocpao', 'Pan Bangkok', 'Spaghetti Kitchen & Bar', 'Pizza Hut', ""Domino's Pizza"", ""McDonald's"", ""Hops 'N' Brew"", 'Beer & Whisky Bar', 'Barbecue Grill', 'NutrioBox Gurugram', 'Management Development Institute', 'American Montessori']",Very quite location in a beautiful part of gurgaon with super electricity and water supply. Neatest colony in gurgaon with very respectable residents. Great access to metro and national highway. Covenient sector market. Child and school friendly. Great for pets. High security and safety. Great roads and street lighting. Greenery and gardens. No traffic noise.,,['Club house / Community Center'],"['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
5 Bedroom House for sale in Mianwali Colony,house,independent,1.5,11111.0,1350.0,Plot area 150(125.42 sq.m.),5,5,2,not available,"Mianwali Colony, Gurgaon, Haryana",3,NA,10+ Year Old,"['Hanuman Mandir', 'Sheetla Mata Mandir', 'M Goel Hospital', 'Dental Health Centre', 'Lall Nursing and Maternity Home', 'Lalit Dental Care', 'Om Charitable Dental & Implant Centre', 'Dentecare - Multispeciality Dental Clinic', 'Lall Eye Care Centre', 'Kharbanda Maternity and Nursing Home', 'Jackson Hospital', 'Nova Care Clinic', 'Verma E.N.T. Hospital', 'Kidney Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Dr. Sarvejeet Singh', 'Gupta Hospital Gurgaon', 'Ahooja Eye and Dental Institute Hospital', 'Dr. Sandeep Chauhan', 'Bhatnagar Maternity and Nursing Home', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Mamta Hospital Gurgaon', 'Lotus Hospital Gurgaon', 'Dr. Ajay S. Gupta Clinic', 'Sharma Hospital Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'Sparsh Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'Bindal Clinic', 'Ravi Clinic and Health Care Centre', 'M.S Hospital', 'My Care Clinic', 'GH Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Nidhi Clinic', 'Aryan Hospital', 'Saraswati Hospital Gurgaon', 'Geeta Nursing Home Gurgaon', 'Dr. Tomar Clinic', 'Chiranjiv Hospital', 'Dr. Babita Sharma', 'Children Hospital', 'Indian Oil', 'Rang Parivartan', 'Punjab national bank', 'State bank of india sbi', 'State bank of india', 'Dronacharya Government College', 'govt sec school', 'District library gurgaon']",3 storey independent house for sale,[],"['Centrally Air Conditioned', 'Internet/wi-fi connectivity']","['Environment3.5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
5 Bedroom House for sale in Sector 50 Gurgaon,house,nirvana country,10.0,14285.0,7000.0,Built Up area: 7000 (650.32 sq.m.),5,7,2,servant room,"South City 2, Sector 50 Gurgaon, Gurgaon, Haryana",4,East,5 to 10 Year Old,"['Standard chartered ATM', 'Icici bank ATM', 'Vatsalya Clinic', 'Bones Clinic - Orthopaedics', 'Meher Clinic', 'Dr. Naresh Pandita', 'Dr. Anuj Sharma', 'Vishesh Dental', 'Skin Clinic', 'Neelkanth Health Care', 'Park Hospital Gurgaon', 'Divine Look Clinic Centre', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Sukhmani Hospital Pvt. Ltd', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'SPAZE BUSINESS PARK', 'Unitech', 'India Oil', 'Hdfc bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank', 'Indusind bank', 'Hdfc bank', 'SRS Cinemas', 'India', 'Madison and Pike', 'Haldiram', ""Domino's Pizza"", ""Nirula's"", 'Starbucks', 'Nook', 'Kamla International', 'Gurugram University', 'Delhi Public School Primary Section', 'Amity Global School', 'Manav Rachna School', 'Manav Rachna Swimming Pool']",Interested to sell independent house/villa.It is a 5-10 years old property constructionplaced at sector-50 gurgaon.7000.00 sq.Ft.(Builtup area) is the area of the propertynice furnished enhancing decorit has spacious 5 bedrooms and 7 bathrooms. .Want to sell it for rs 100000000.,"['1 Water Purifier', '5 Fan', '1 Fridge', '7 Geyser', '1 Stove', '5 Light', '12 AC', '1 Modular Kitchen', '1 Chimney', '4 Bed', '5 Wardrobe', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Sofa', 'No TV', 'No Washing Machine']",['Piped-gas'],"['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
5 Bedroom House for sale in DLF Phase 2,house,dlf city plots phase 2,15.5,34307.0,4518.0,Plot area 502(419.74 sq.m.),5,6,3+,"pooja room,study room,servant room,store room","Best Old Maintained Kothi, DLF Phase 2, Gurgaon, Haryana",3,East,5 to 10 Year Old,"['Vodafone belvedere towers metro station', 'Dlf phase 2 metro station', 'Dlf phase 3 metro station', 'Indusind bank cyber city metro station', 'Sikandarpur metro station', 'Sikanderpur metro station', 'Shri Shiv Shakthi Mandir', 'Central bank atm teste 001112', 'Central bank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Abn amro bank ATM', 'Axis bank ATM', 'Kailash Nursing Home Gurgaon', 'RBS Dental Clinic', 'Cosmodentz Dental Clinic', 'Surgi Center Clinic', 'Relief Physiotherapy Clinic', 'Darpan Skin & Mind Clinic', 'Durga Poly Clinic', 'Uma Sanjeevani Health Centre And Hospital', 'Asha Multispeciality Clinic', 'Krishna Family Clinic', 'Upkar Clinic', 'Shri Balaji Medical Store', 'Guardian', '98.4', 'Religare Wellness', 'DLF Cyber City Phase II', 'Emaar Business Park', 'Standard chartered bank', 'Icici bank', 'Deutsche bank', 'Hsbc bank', 'Kotak mahindra bank', 'Axis bank', 'Mukesh Dhaba', 'Mc Donalds', 'Food Court', ""McDonald's"", 'The God Father', 'Cantine', 'barrique', 'American Montessori']","East facing
Old maintained house
Best deal in dlf phase 2
Posh locality
Lowest deal guaranteed","['5 Fan', '1 Exhaust Fan', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
16 Bedroom House for sale in DLF Phase 1,house,independent,14.75,51864.0,2844.0,Plot area 316(264.22 sq.m.),16,20,3+,"pooja room,study room,servant room,store room","Luxurious Builder Floor, DLF Phase 1, Gurgaon, Haryana",4,East,0 to 1 Year Old,"['Guru dronacharya metro station', 'Dlf phase 1 metro station', 'Sikandarpur rmrg metro station', 'Sikanderpur metro station', 'Sikandarpur metro station', 'Arjan garh metro station', 'Hanuman Mandir', 'Icici bank ATM', 'Punjab national bank ATM', 'Axis bank ATM', 'Icici bank ATM', 'Central bank ATM', 'Anahat Hospital', 'Sikka Maternity And Surgical Center', ""St Stephen's Hospital Health Care Facility"", 'The Dental Lounge', 'Divine Look Clinic Centre 1', 'Marwah Clinic', 'Krishna Family Clinic', 'Durga Poly Clinic', 'Upkar Clinic', ""Dr. Khullar's Dental Clinic"", 'Dental Cure and Care Centre', 'Cosmodentz Dental Clinic', 'Surgi Center Clinic', 'Kailash Nursing Home Gurgaon', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Garg Dental Care', 'Relief Physiotherapy Clinic', 'Uma Sanjeevani Health Centre And Hospital', 'Lord Krishna Hospital', 'RBS Dental Clinic', 'Pharmacy', 'Religare Wellness', '98.4', 'Guardian', 'Emaar Business Park', 'Aya Nagar Bus Terminal', 'Axis bank', 'State bank of india', 'PVR Cinames', 'Food Court', 'Bharat Vasisht Vidya Mandir']","East facing
Best deal
Lift & stilt parking
Luxurious construction
Lowest rate guaranteed","['1 Exhaust Fan', '1 Microwave', '7 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Centrally Air Conditioned', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
16 Bedroom House for sale in DLF Phase 1,house,dlf city plots,20.0,44265.0,4518.0,Plot area 502(419.74 sq.m.),16,20,3+,"pooja room,study room,servant room,store room","Full Building Best Deal, DLF Phase 1, Gurgaon, Haryana",4,North-East,Within 6 months,"['Phase 2 Metro Station', 'Grand Mall', 'Jacaranda Marg', 'NH 148A', 'Lancers International School', 'The NorthCap University', 'RBS HOSPITAL', 'Indira Gandhi Intl Airport']","North east facing
Near to paschim marg
Posh locality
Structure ready
Best deal in plot rates
Lowest deal guaranteed","['1 Exhaust Fan', '11 Geyser', '1 Microwave', '16 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Light', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water purifier', 'Centrally Air Conditioned', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
6 Bedroom House for sale in DLF Phase 4,house,dlf city plots phase 4,9.54,29444.0,3240.0,Plot area 360(301.01 sq.m.),6,5,3+,"pooja room,study room,servant room,store room","Best Deal, DLF Phase 4, Gurgaon, Haryana",3,North,Within 6 months,"['Dlf phase 1 metro station', 'Huda city centre metro station', 'Iffco chowk metro station', 'Sector 42-43 metro station', 'New Life Church', 'Hanuman Mandir', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Rbs ATM', 'Sitaram Bhartia', 'Max Hospital', 'Dr. Kutbuddin Akbary', 'Sidhesh Hospital Gurgaon', 'Marwah Clinic', 'Umkal Hospital', 'Dr. Naval Mendiratta', 'Gupta', 'Lord Krishna Hospital', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Divine Look Clinic Centre 1', 'Chikitsa', 'Guardian Pharmacy', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Indusind bank', 'Abn amro bank', 'Lord krishna bank', 'DT Cinemas', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Nowhere Brewpub and cafe', 'Fat', 'Dighent cafe', 'Drunken Monkey', 'Belgian Waffle', 'CCD', 'The Chicken Boat', 'Naveidyam', 'Balaji Vegetarian Paradise', 'Pizza Hut', 'Barbecue Grill', 'PWO house', 'Food Court', 'Stones2milestones', 'Bahrisons library', 'Ncr library']","North facing
Walking distance from dlf phase 4 club
Walking distance from galleria market
Structure ready
Cheapest deal guaranteed","['2 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water purifier', 'Centrally Air Conditioned', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
5 Bedroom House for sale in DLF Phase 2,house,dlf city plots phase 2,10.55,39074.0,2700.0,Plot area 300(250.84 sq.m.),5,6,3+,"pooja room,study room,servant room,store room","Kothi, DLF Phase 2, Gurgaon, Haryana",3,East,5 to 10 Year Old,"['Vodafone belvedere towers metro station', 'Dlf phase 2 metro station', 'Dlf phase 3 metro station', 'Indusind bank cyber city metro station', 'Sikandarpur metro station', 'Sikanderpur metro station', 'Shri Shiv Shakthi Mandir', 'Central bank atm teste 001112', 'Central bank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Abn amro bank ATM', 'Axis bank ATM', 'Kailash Nursing Home Gurgaon', 'RBS Dental Clinic', 'Cosmodentz Dental Clinic', 'Surgi Center Clinic', 'Relief Physiotherapy Clinic', 'Darpan Skin & Mind Clinic', 'Durga Poly Clinic', 'Uma Sanjeevani Health Centre And Hospital', 'Asha Multispeciality Clinic', 'Krishna Family Clinic', 'Upkar Clinic', 'Shri Balaji Medical Store', 'Guardian', '98.4', 'Religare Wellness', 'DLF Cyber City Phase II', 'Emaar Business Park', 'Standard chartered bank', 'Icici bank', 'Deutsche bank', 'Hsbc bank', 'Kotak mahindra bank', 'Axis bank', 'Mukesh Dhaba', 'Mc Donalds', 'Food Court', ""McDonald's"", 'The God Father', 'Cantine', 'barrique', 'American Montessori']","East facing
Corner
Best deal available
Old maintained built up
Cheapest rate guaranteed","['4 Geyser', '5 Light', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
6 Bedroom House for sale in DLF Phase 1,house,dlf city plots,17.3,38734.0,4466.0,Plot area 502(419.74 sq.m.),6,7,3+,"pooja room,store room,study room,servant room","Brand New Deal, DLF Phase 1, Gurgaon, Haryana",3,North,0 to 1 Year Old,"['Phase 2 Metro Station', 'Grand Mall', 'Jacaranda Marg', 'NH 148A', 'Lancers International School', 'The NorthCap University', 'RBS HOSPITAL', 'Indira Gandhi Intl Airport']","North facing
Corner property
Best scenic aravali view
Ample parking space
Ultra luxurious construction
Cheapest rates guaranteed","['1 Exhaust Fan', '6 Geyser', '8 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Centrally Air Conditioned', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
